gvkey;datadate;fyear;indfmt;consol;popsrc;datafmt;tic;conm;curcd;at;ib;costat;ggroup;gind;gsector;sic
174049;31/12/2016;2016;INDL;C;D;STD;PGTI;PGT INNOVATIONS INC;USD;436.6480;23.7470;A;2010;201020;20;3442
174049;31/12/2017;2017;INDL;C;D;STD;PGTI;PGT INNOVATIONS INC;USD;453.1190;39.8390;A;2010;201020;20;3442
174049;31/12/2018;2018;INDL;C;D;STD;PGTI;PGT INNOVATIONS INC;USD;862.1530;53.9330;A;2010;201020;20;3442
174049;31/12/2019;2019;INDL;C;D;STD;PGTI;PGT INNOVATIONS INC;USD;922.7330;43.6880;A;2010;201020;20;3442
174049;31/12/2020;2020;INDL;C;D;STD;PGTI;PGT INNOVATIONS INC;USD;1062.5210;45.1080;A;2010;201020;20;3442
174049;31/12/2021;2021;INDL;C;D;STD;PGTI;PGT INNOVATIONS INC;USD;1460.6100;32.8780;A;2010;201020;20;3442
174236;31/12/2007;2007;INDL;C;D;STD;SEM;SELECT MEDICAL HOLDINGS CORP;USD;2495.0460;35.4300;A;3510;351020;35;8060
174236;31/12/2008;2008;INDL;C;D;STD;SEM;SELECT MEDICAL HOLDINGS CORP;USD;2579.4690;22.4410;A;3510;351020;35;8060
174236;31/12/2009;2009;INDL;C;D;STD;SEM;SELECT MEDICAL HOLDINGS CORP;USD;2602.2330;75.2820;A;3510;351020;35;8060
174236;31/12/2010;2010;INDL;C;D;STD;SEM;SELECT MEDICAL HOLDINGS CORP;USD;2722.0860;77.6440;A;3510;351020;35;8060
174236;31/12/2011;2011;INDL;C;D;STD;SEM;SELECT MEDICAL HOLDINGS CORP;USD;2772.1470;107.8460;A;3510;351020;35;8060
174236;31/12/2012;2012;INDL;C;D;STD;SEM;SELECT MEDICAL HOLDINGS CORP;USD;2761.3610;148.2300;A;3510;351020;35;8060
174236;31/12/2013;2013;INDL;C;D;STD;SEM;SELECT MEDICAL HOLDINGS CORP;USD;2817.6220;114.3900;A;3510;351020;35;8060
174236;31/12/2014;2014;INDL;C;D;STD;SEM;SELECT MEDICAL HOLDINGS CORP;USD;2924.8090;120.6270;A;3510;351020;35;8060
174236;31/12/2015;2015;INDL;C;D;STD;SEM;SELECT MEDICAL HOLDINGS CORP;USD;4426.6660;130.7360;A;3510;351020;35;8060
174236;31/12/2016;2016;INDL;C;D;STD;SEM;SELECT MEDICAL HOLDINGS CORP;USD;4944.3950;115.4110;A;3510;351020;35;8060
174236;31/12/2017;2017;INDL;C;D;STD;SEM;SELECT MEDICAL HOLDINGS CORP;USD;5127.1660;177.1840;A;3510;351020;35;8060
174236;31/12/2018;2018;INDL;C;D;STD;SEM;SELECT MEDICAL HOLDINGS CORP;USD;5964.2650;137.8400;A;3510;351020;35;8060
174236;31/12/2019;2019;INDL;C;D;STD;SEM;SELECT MEDICAL HOLDINGS CORP;USD;7340.2880;148.4490;A;3510;351020;35;8060
174236;31/12/2020;2020;INDL;C;D;STD;SEM;SELECT MEDICAL HOLDINGS CORP;USD;7655.3990;258.9950;A;3510;351020;35;8060
174236;31/12/2021;2021;INDL;C;D;STD;SEM;SELECT MEDICAL HOLDINGS CORP;USD;7360.1710;402.2250;A;3510;351020;35;8060
175955;31/12/2004;2004;INDL;C;D;STD;IPGP;IPG PHOTONICS CORP;USD;110.5450;2.0120;A;4520;452030;45;3674
175955;31/12/2005;2005;INDL;C;D;STD;IPGP;IPG PHOTONICS CORP;USD;115.4810;7.4270;A;4520;452030;45;3674
175955;31/12/2006;2006;INDL;C;D;STD;IPGP;IPG PHOTONICS CORP;USD;232.4920;29.2330;A;4520;452030;45;3674
175955;31/12/2007;2007;INDL;C;D;STD;IPGP;IPG PHOTONICS CORP;USD;263.3210;29.8950;A;4520;452030;45;3674
175955;31/12/2008;2008;INDL;C;D;STD;IPGP;IPG PHOTONICS CORP;USD;313.2180;36.6540;A;4520;452030;45;3674
175955;31/12/2009;2009;INDL;C;D;STD;IPGP;IPG PHOTONICS CORP;USD;312.6360;5.4190;A;4520;452030;45;3674
175955;31/12/2010;2010;INDL;C;D;STD;IPGP;IPG PHOTONICS CORP;USD;441.8550;53.9910;A;4520;452030;45;3674
175955;31/12/2011;2011;INDL;C;D;STD;IPGP;IPG PHOTONICS CORP;USD;608.1320;117.7590;A;4520;452030;45;3674
175955;31/12/2012;2012;INDL;C;D;STD;IPGP;IPG PHOTONICS CORP;USD;895.4980;145.0040;A;4520;452030;45;3674
175955;31/12/2013;2013;INDL;C;D;STD;IPGP;IPG PHOTONICS CORP;USD;1061.2160;155.7800;A;4520;452030;45;3674
175955;31/12/2014;2014;INDL;C;D;STD;IPGP;IPG PHOTONICS CORP;USD;1210.8870;200.4450;A;4520;452030;45;3674
175955;31/12/2015;2015;INDL;C;D;STD;IPGP;IPG PHOTONICS CORP;USD;1453.4290;242.1540;A;4520;452030;45;3674
175955;31/12/2016;2016;INDL;C;D;STD;IPGP;IPG PHOTONICS CORP;USD;1789.9990;260.7520;A;4520;452030;45;3674
175955;31/12/2017;2017;INDL;C;D;STD;IPGP;IPG PHOTONICS CORP;USD;2367.2550;347.6140;A;4520;452030;45;3674
175955;31/12/2018;2018;INDL;C;D;STD;IPGP;IPG PHOTONICS CORP;USD;2574.4500;404.0270;A;4520;452030;45;3674
175955;31/12/2019;2019;INDL;C;D;STD;IPGP;IPG PHOTONICS CORP;USD;2730.4360;180.2340;A;4520;452030;45;3674
175955;31/12/2020;2020;INDL;C;D;STD;IPGP;IPG PHOTONICS CORP;USD;2935.7000;159.5720;A;4520;452030;45;3674
175955;31/12/2021;2021;INDL;C;D;STD;IPGP;IPG PHOTONICS CORP;USD;3170.5400;278.4160;A;4520;452030;45;3674
175966;31/12/2004;2004;INDL;C;D;STD;CPRX;CATALYST PHARMACEUTICALS INC;USD;0.1850;-0.5400;A;3520;352010;35;2834
175966;31/12/2005;2005;INDL;C;D;STD;CPRX;CATALYST PHARMACEUTICALS INC;USD;0.7890;-1.8050;A;3520;352010;35;2834
175966;31/12/2006;2006;INDL;C;D;STD;CPRX;CATALYST PHARMACEUTICALS INC;USD;20.6190;-2.7290;A;3520;352010;35;2834
175966;31/12/2007;2007;INDL;C;D;STD;CPRX;CATALYST PHARMACEUTICALS INC;USD;16.6800;-4.1390;A;3520;352010;35;2834
175966;31/12/2008;2008;INDL;C;D;STD;CPRX;CATALYST PHARMACEUTICALS INC;USD;12.0330;-10.5650;A;3520;352010;35;2834
175966;31/12/2009;2009;INDL;C;D;STD;CPRX;CATALYST PHARMACEUTICALS INC;USD;7.9660;-7.2420;A;3520;352010;35;2834
175966;31/12/2010;2010;INDL;C;D;STD;CPRX;CATALYST PHARMACEUTICALS INC;USD;5.8310;-4.0060;A;3520;352010;35;2834
175966;31/12/2011;2011;INDL;C;D;STD;CPRX;CATALYST PHARMACEUTICALS INC;USD;6.2490;-6.3910;A;3520;352010;35;2834
175966;31/12/2012;2012;INDL;C;D;STD;CPRX;CATALYST PHARMACEUTICALS INC;USD;16.7890;-4.0760;A;3520;352010;35;2834
175966;31/12/2013;2013;INDL;C;D;STD;CPRX;CATALYST PHARMACEUTICALS INC;USD;25.3700;-12.1550;A;3520;352010;35;2834
175966;31/12/2014;2014;INDL;C;D;STD;CPRX;CATALYST PHARMACEUTICALS INC;USD;43.9080;-15.5090;A;3520;352010;35;2834
175966;31/12/2015;2015;INDL;C;D;STD;CPRX;CATALYST PHARMACEUTICALS INC;USD;60.1020;-20.2330;A;3520;352010;35;2834
175966;31/12/2016;2016;INDL;C;D;STD;CPRX;CATALYST PHARMACEUTICALS INC;USD;41.7070;-18.0720;A;3520;352010;35;2834
175966;31/12/2017;2017;INDL;C;D;STD;CPRX;CATALYST PHARMACEUTICALS INC;USD;85.3870;-18.4120;A;3520;352010;35;2834
175966;31/12/2018;2018;INDL;C;D;STD;CPRX;CATALYST PHARMACEUTICALS INC;USD;60.4500;-34.0040;A;3520;352010;35;2834
175966;31/12/2019;2019;INDL;C;D;STD;CPRX;CATALYST PHARMACEUTICALS INC;USD;112.3760;31.8750;A;3520;352010;35;2834
175966;31/12/2020;2020;INDL;C;D;STD;CPRX;CATALYST PHARMACEUTICALS INC;USD;192.3540;74.9830;A;3520;352010;35;2834
175966;31/12/2021;2021;INDL;C;D;STD;CPRX;CATALYST PHARMACEUTICALS INC;USD;237.7880;39.4820;A;3520;352010;35;2834
176022;31/12/2004;2004;INDL;C;D;STD;EBS;EMERGENT BIOSOLUTIONS INC;USD;69.0560;11.4720;A;3520;352010;35;2836
176022;31/12/2005;2005;INDL;C;D;STD;EBS;EMERGENT BIOSOLUTIONS INC;USD;100.3320;15.7840;A;3520;352010;35;2836
176022;31/12/2006;2006;INDL;C;D;STD;EBS;EMERGENT BIOSOLUTIONS INC;USD;238.2550;22.7930;A;3520;352010;35;2836
176022;31/12/2007;2007;INDL;C;D;STD;EBS;EMERGENT BIOSOLUTIONS INC;USD;273.5080;22.9360;A;3520;352010;35;2836
176022;31/12/2008;2008;INDL;C;D;STD;EBS;EMERGENT BIOSOLUTIONS INC;USD;290.7880;20.6820;A;3520;352010;35;2836
176022;31/12/2009;2009;INDL;C;D;STD;EBS;EMERGENT BIOSOLUTIONS INC;USD;344.6890;31.1440;A;3520;352010;35;2836
176022;31/12/2010;2010;INDL;C;D;STD;EBS;EMERGENT BIOSOLUTIONS INC;USD;500.3190;51.6980;A;3520;352010;35;2836
176022;31/12/2011;2011;INDL;C;D;STD;EBS;EMERGENT BIOSOLUTIONS INC;USD;546.8640;23.0190;A;3520;352010;35;2836
176022;31/12/2012;2012;INDL;C;D;STD;EBS;EMERGENT BIOSOLUTIONS INC;USD;564.2300;23.5240;A;3520;352010;35;2836
176022;31/12/2013;2013;INDL;C;D;STD;EBS;EMERGENT BIOSOLUTIONS INC;USD;626.6300;31.1350;A;3520;352010;35;2836
176022;31/12/2014;2014;INDL;C;D;STD;EBS;EMERGENT BIOSOLUTIONS INC;USD;945.2620;36.7410;A;3520;352010;35;2836
176022;31/12/2015;2015;INDL;C;D;STD;EBS;EMERGENT BIOSOLUTIONS INC;USD;1043.5920;62.8700;A;3520;352010;35;2836
176022;31/12/2016;2016;INDL;C;D;STD;EBS;EMERGENT BIOSOLUTIONS INC;USD;970.1110;62.5240;A;3520;352010;35;2836
176022;31/12/2017;2017;INDL;C;D;STD;EBS;EMERGENT BIOSOLUTIONS INC;USD;1070.2060;82.5940;A;3520;352010;35;2836
176022;31/12/2018;2018;INDL;C;D;STD;EBS;EMERGENT BIOSOLUTIONS INC;USD;2229.4000;62.7000;A;3520;352010;35;2836
176022;31/12/2019;2019;INDL;C;D;STD;EBS;EMERGENT BIOSOLUTIONS INC;USD;2327.3000;54.5000;A;3520;352010;35;2836
176022;31/12/2020;2020;INDL;C;D;STD;EBS;EMERGENT BIOSOLUTIONS INC;USD;2883.2000;305.1000;A;3520;352010;35;2836
176022;31/12/2021;2021;INDL;C;D;STD;EBS;EMERGENT BIOSOLUTIONS INC;USD;2959.0000;230.9000;A;3520;352010;35;2836
176701;31/12/2005;2005;FS;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;24292.1470;535.5200;A;4020;402030;40;6211
176701;31/12/2005;2005;INDL;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;24292.1470;535.5200;A;4020;402030;40;6211
176701;31/12/2006;2006;FS;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;32080.5180;734.1690;A;4020;402030;40;6211
176701;31/12/2006;2006;INDL;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;32080.5180;734.1690;A;4020;402030;40;6211
176701;31/12/2007;2007;FS;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;34542.0860;300.4920;A;4020;402030;40;6211
176701;31/12/2007;2007;INDL;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;34542.0860;300.4920;A;4020;402030;40;6211
176701;31/12/2008;2008;FS;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;28356.6350;93.0470;A;4020;402030;40;6211
176701;31/12/2008;2008;INDL;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;28356.6350;93.0470;A;4020;402030;40;6211
176701;31/12/2009;2009;FS;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;26605.5510;36.2020;A;4020;402030;40;6211
176701;31/12/2009;2009;INDL;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;26605.5510;36.2020;A;4020;402030;40;6211
176701;31/12/2010;2010;FS;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;28498.7680;-9.3160;A;4020;402030;40;6211
176701;31/12/2010;2010;INDL;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;28498.7680;-9.3160;A;4020;402030;40;6211
176701;31/12/2011;2011;FS;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;30404.3650;61.8580;A;4020;402030;40;6211
176701;31/12/2011;2011;INDL;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;30404.3650;61.8580;A;4020;402030;40;6211
176701;31/12/2012;2012;FS;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;33199.5570;40.6680;A;4020;402030;40;6211
176701;31/12/2012;2012;INDL;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;33199.5570;40.6680;A;4020;402030;40;6211
176701;31/12/2013;2013;FS;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;37870.7000;37.0030;A;4020;402030;40;6211
176701;31/12/2013;2013;INDL;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;37870.7000;37.0030;A;4020;402030;40;6211
176701;31/12/2014;2014;FS;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;43385.0260;44.5330;A;4020;402030;40;6211
176701;31/12/2014;2014;INDL;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;43385.0260;44.5330;A;4020;402030;40;6211
176701;31/12/2015;2015;FS;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;48734.0000;49.0000;A;4020;402030;40;6211
176701;31/12/2015;2015;INDL;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;48734.0000;49.0000;A;4020;402030;40;6211
176701;31/12/2016;2016;FS;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;54673.0000;84.0000;A;4020;402030;40;6211
176701;31/12/2016;2016;INDL;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;54673.0000;84.0000;A;4020;402030;40;6211
176701;31/12/2017;2017;FS;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;61162.0000;76.0000;A;4020;402030;40;6211
176701;31/12/2017;2017;INDL;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;61162.0000;76.0000;A;4020;402030;40;6211
176701;31/12/2018;2018;FS;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;60547.0000;169.0000;A;4020;402030;40;6211
176701;31/12/2018;2018;INDL;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;60547.0000;169.0000;A;4020;402030;40;6211
176701;31/12/2019;2019;FS;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;71676.0000;161.0000;A;4020;402030;40;6211
176701;31/12/2019;2019;INDL;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;71676.0000;161.0000;A;4020;402030;40;6211
176701;31/12/2020;2020;FS;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;95679.0000;195.0000;A;4020;402030;40;6211
176701;31/12/2020;2020;INDL;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;95679.0000;195.0000;A;4020;402030;40;6211
176701;31/12/2021;2021;FS;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;109113.0000;308.0000;A;4020;402030;40;6211
176701;31/12/2021;2021;INDL;C;D;STD;IBKR;INTERACTIVE BROKERS GROUP;USD;109113.0000;308.0000;A;4020;402030;40;6211
177111;31/12/2005;2005;INDL;C;D;STD;TTGT;TECHTARGET INC;USD;95.1600;8.8860;A;5020;502010;50;7310
177111;31/12/2006;2006;INDL;C;D;STD;TTGT;TECHTARGET INC;USD;92.6470;7.1730;A;5020;502010;50;7310
177111;31/12/2007;2007;INDL;C;D;STD;TTGT;TECHTARGET INC;USD;199.8870;8.1660;A;5020;502010;50;7310
177111;31/12/2008;2008;INDL;C;D;STD;TTGT;TECHTARGET INC;USD;210.0120;1.7640;A;5020;502010;50;7310
177111;31/12/2009;2009;INDL;C;D;STD;TTGT;TECHTARGET INC;USD;214.0630;-5.1160;A;5020;502010;50;7310
177111;31/12/2010;2010;INDL;C;D;STD;TTGT;TECHTARGET INC;USD;193.7580;-1.1820;A;5020;502010;50;7310
177111;31/12/2011;2011;INDL;C;D;STD;TTGT;TECHTARGET INC;USD;211.2470;4.6890;A;5020;502010;50;7310
177111;31/12/2012;2012;INDL;C;D;STD;TTGT;TECHTARGET INC;USD;220.1920;4.0240;A;5020;502010;50;7310
177111;31/12/2013;2013;INDL;C;D;STD;TTGT;TECHTARGET INC;USD;176.9820;-1.8370;A;5020;502010;50;7310
177111;31/12/2014;2014;INDL;C;D;STD;TTGT;TECHTARGET INC;USD;177.4840;4.0810;A;5020;502010;50;7310
177111;31/12/2015;2015;INDL;C;D;STD;TTGT;TECHTARGET INC;USD;177.8590;7.1860;A;5020;502010;50;7310
177111;31/12/2016;2016;INDL;C;D;STD;TTGT;TECHTARGET INC;USD;170.0770;2.4190;A;5020;502010;50;7310
177111;31/12/2017;2017;INDL;C;D;STD;TTGT;TECHTARGET INC;USD;173.1690;6.8030;A;5020;502010;50;7310
177111;31/12/2018;2018;INDL;C;D;STD;TTGT;TECHTARGET INC;USD;176.4630;12.9550;A;5020;502010;50;7310
177111;31/12/2019;2019;INDL;C;D;STD;TTGT;TECHTARGET INC;USD;221.6080;16.8750;A;5020;502010;50;7310
177111;31/12/2020;2020;INDL;C;D;STD;TTGT;TECHTARGET INC;USD;456.5680;17.0680;A;5020;502010;50;7310
177111;31/12/2021;2021;INDL;C;D;STD;TTGT;TECHTARGET INC;USD;789.0000;0.9490;A;5020;502010;50;7310
177287;31/12/2005;2005;INDL;C;D;STD;JAZZ;JAZZ PHARMACEUTICALS PLC;USD;164.7810;-85.1560;A;3520;352020;35;2834
177287;31/12/2006;2006;INDL;C;D;STD;JAZZ;JAZZ PHARMACEUTICALS PLC;USD;214.5710;-59.3910;A;3520;352020;35;2834
177287;31/12/2007;2007;INDL;C;D;STD;JAZZ;JAZZ PHARMACEUTICALS PLC;USD;207.5540;-138.8260;A;3520;352020;35;2834
177287;31/12/2008;2008;INDL;C;D;STD;JAZZ;JAZZ PHARMACEUTICALS PLC;USD;117.4980;-184.3390;A;3520;352020;35;2834
177287;31/12/2009;2009;INDL;C;D;STD;JAZZ;JAZZ PHARMACEUTICALS PLC;USD;107.3960;-6.8360;A;3520;352020;35;2834
177287;31/12/2010;2010;INDL;C;D;STD;JAZZ;JAZZ PHARMACEUTICALS PLC;USD;135.7290;32.7780;A;3520;352020;35;2834
177287;31/12/2011;2011;INDL;C;D;STD;JAZZ;JAZZ PHARMACEUTICALS PLC;USD;253.5730;124.9840;A;3520;352020;35;2834
177287;31/12/2012;2012;INDL;C;D;STD;JAZZ;JAZZ PHARMACEUTICALS PLC;USD;1966.4930;261.1490;A;3520;352020;35;2834
177287;31/12/2013;2013;INDL;C;D;STD;JAZZ;JAZZ PHARMACEUTICALS PLC;USD;2238.2210;216.3120;A;3520;352020;35;2834
177287;31/12/2014;2014;INDL;C;D;STD;JAZZ;JAZZ PHARMACEUTICALS PLC;USD;3338.9550;58.3870;A;3520;352020;35;2834
177287;31/12/2015;2015;INDL;C;D;STD;JAZZ;JAZZ PHARMACEUTICALS PLC;USD;3359.6630;329.5350;A;3520;352020;35;2834
177287;31/12/2016;2016;INDL;C;D;STD;JAZZ;JAZZ PHARMACEUTICALS PLC;USD;4800.2270;396.8310;A;3520;352020;35;2834
177287;31/12/2017;2017;INDL;C;D;STD;JAZZ;JAZZ PHARMACEUTICALS PLC;USD;5123.6720;487.8480;A;3520;352020;35;2834
177287;31/12/2018;2018;INDL;C;D;STD;JAZZ;JAZZ PHARMACEUTICALS PLC;USD;5203.4910;447.0980;A;3520;352020;35;2834
177287;31/12/2019;2019;INDL;C;D;STD;JAZZ;JAZZ PHARMACEUTICALS PLC;USD;5538.8970;523.3670;A;3520;352020;35;2834
177287;31/12/2020;2020;INDL;C;D;STD;JAZZ;JAZZ PHARMACEUTICALS PLC;USD;6535.9010;238.6160;A;3520;352020;35;2834
177287;31/12/2021;2021;INDL;C;D;STD;JAZZ;JAZZ PHARMACEUTICALS PLC;USD;12298.6390;-329.6680;A;3520;352020;35;2834
177881;31/12/2005;2005;INDL;C;D;STD;MASI;MASIMO CORP;USD;100.5890;33.3810;A;3510;351010;35;3845
177881;31/12/2006;2006;INDL;C;D;STD;MASI;MASIMO CORP;USD;159.0730;181.8260;A;3510;351010;35;3845
177881;31/12/2007;2007;INDL;C;D;STD;MASI;MASIMO CORP;USD;235.5110;42.2550;A;3510;351010;35;3845
177881;31/12/2008;2008;INDL;C;D;STD;MASI;MASIMO CORP;USD;293.3480;31.9270;A;3510;351010;35;3845
177881;31/12/2009;2009;INDL;C;D;STD;MASI;MASIMO CORP;USD;356.3450;53.2280;A;3510;351010;35;3845
177881;31/12/2010;2010;INDL;C;D;STD;MASI;MASIMO CORP;USD;310.2350;73.5300;A;3510;351010;35;3845
177881;31/12/2011;2011;INDL;C;D;STD;MASI;MASIMO CORP;USD;366.1040;63.7000;A;3510;351010;35;3845
177881;31/12/2012;2012;INDL;C;D;STD;MASI;MASIMO CORP;USD;375.9460;62.2720;A;3510;351010;35;3845
177881;31/12/2013;2013;INDL;C;D;STD;MASI;MASIMO CORP;USD;438.6620;58.3810;A;3510;351010;35;3845
177881;31/12/2014;2014;INDL;C;D;STD;MASI;MASIMO CORP;USD;565.0060;72.5180;A;3510;351010;35;3845
177881;31/12/2015;2015;INDL;C;D;STD;MASI;MASIMO CORP;USD;601.7350;83.3000;A;3510;351010;35;3845
177881;31/12/2016;2016;INDL;C;D;STD;MASI;MASIMO CORP;USD;820.5250;300.6660;A;3510;351010;35;3845
177881;31/12/2017;2017;INDL;C;D;STD;MASI;MASIMO CORP;USD;910.2350;131.6160;A;3510;351010;35;3845
177881;31/12/2018;2018;INDL;C;D;STD;MASI;MASIMO CORP;USD;1154.8180;193.5430;A;3510;351010;35;3845
177881;31/12/2019;2019;INDL;C;D;STD;MASI;MASIMO CORP;USD;1396.1280;196.2160;A;3510;351010;35;3845
177881;31/12/2020;2020;INDL;C;D;STD;MASI;MASIMO CORP;USD;1712.5520;240.3020;A;3510;351010;35;3845
177881;31/12/2021;2021;INDL;C;D;STD;MASI;MASIMO CORP;USD;1887.0100;229.6470;A;3510;351010;35;3845
178803;31/12/2006;2006;INDL;C;D;STD;ENSG;ENSIGN GROUP INC;USD;190.5310;22.5490;A;3510;351020;35;8051
178803;31/12/2007;2007;INDL;C;D;STD;ENSG;ENSIGN GROUP INC;USD;267.3890;20.5270;A;3510;351020;35;8051
178803;31/12/2008;2008;INDL;C;D;STD;ENSG;ENSIGN GROUP INC;USD;296.9010;27.5090;A;3510;351020;35;8051
178803;31/12/2009;2009;INDL;C;D;STD;ENSG;ENSIGN GROUP INC;USD;391.3480;32.4860;A;3510;351020;35;8051
178803;31/12/2010;2010;INDL;C;D;STD;ENSG;ENSIGN GROUP INC;USD;479.8920;40.5260;A;3510;351020;35;8051
178803;31/12/2011;2011;INDL;C;D;STD;ENSG;ENSIGN GROUP INC;USD;596.3390;47.6750;A;3510;351020;35;8051
178803;31/12/2012;2012;INDL;C;D;STD;ENSG;ENSIGN GROUP INC;USD;690.8620;40.5910;A;3510;351020;35;8051
178803;31/12/2013;2013;INDL;C;D;STD;ENSG;ENSIGN GROUP INC;USD;760.3150;25.8440;A;3510;351020;35;8051
178803;31/12/2014;2014;INDL;C;D;STD;ENSG;ENSIGN GROUP INC;USD;493.9160;35.9500;A;3510;351020;35;8051
178803;31/12/2015;2015;INDL;C;D;STD;ENSG;ENSIGN GROUP INC;USD;747.7590;55.4320;A;3510;351020;35;8051
178803;31/12/2016;2016;INDL;C;D;STD;ENSG;ENSIGN GROUP INC;USD;1001.0250;49.9900;A;3510;351020;35;8051
178803;31/12/2017;2017;INDL;C;D;STD;ENSG;ENSIGN GROUP INC;USD;1102.4330;40.4750;A;3510;351020;35;8051
178803;31/12/2018;2018;INDL;C;D;STD;ENSG;ENSIGN GROUP INC;USD;1181.9580;92.3640;A;3510;351020;35;8051
178803;31/12/2019;2019;INDL;C;D;STD;ENSG;ENSIGN GROUP INC;USD;2361.9090;91.6900;A;3510;351020;35;8051
178803;31/12/2020;2020;INDL;C;D;STD;ENSG;ENSIGN GROUP INC;USD;2545.5780;170.4780;A;3510;351020;35;8051
178803;31/12/2021;2021;INDL;C;D;STD;ENSG;ENSIGN GROUP INC;USD;2850.6230;194.6520;A;3510;351020;35;8051
179583;30/06/2008;2008;INDL;C;D;STD;FN;FABRINET;USD;292.7130;41.8290;A;4520;452030;45;3670
179583;30/06/2009;2009;INDL;C;D;STD;FN;FABRINET;USD;288.0850;31.3040;A;4520;452030;45;3670
179583;30/06/2010;2010;INDL;C;D;STD;FN;FABRINET;USD;377.4250;44.3230;A;4520;452030;45;3670
179583;30/06/2011;2011;INDL;C;D;STD;FN;FABRINET;USD;437.7750;64.3290;A;4520;452030;45;3670
179583;30/06/2012;2012;INDL;C;D;STD;FN;FABRINET;USD;461.3620;-56.4670;A;4520;452030;45;3670
179583;30/06/2013;2013;INDL;C;D;STD;FN;FABRINET;USD;464.9080;68.9690;A;4520;452030;45;3670
179583;30/06/2014;2014;INDL;C;D;STD;FN;FABRINET;USD;564.5570;91.7310;A;4520;452030;45;3670
179583;30/06/2015;2015;INDL;C;D;STD;FN;FABRINET;USD;672.5030;43.6420;A;4520;452030;45;3670
179583;30/06/2016;2016;INDL;C;D;STD;FN;FABRINET;USD;856.4500;61.8970;A;4520;452030;45;3670
179583;30/06/2017;2017;INDL;C;D;STD;FN;FABRINET;USD;1033.0750;97.1150;A;4520;452030;45;3670
179583;30/06/2018;2018;INDL;C;D;STD;FN;FABRINET;USD;1088.0180;84.1670;A;4520;452030;45;3670
179583;30/06/2019;2019;INDL;C;D;STD;FN;FABRINET;USD;1255.3180;120.9550;A;4520;452030;45;3670
179583;30/06/2020;2020;INDL;C;D;STD;FN;FABRINET;USD;1381.3870;113.4790;A;4520;452030;45;3670
179583;30/06/2021;2021;INDL;C;D;STD;FN;FABRINET;USD;1616.1220;148.3410;A;4520;452030;45;3670
179974;31/12/2006;2006;INDL;C;D;STD;HCI;HCI GROUP INC;USD;0.0010;;A;4030;403010;40;6331
179974;31/12/2007;2007;INDL;C;D;STD;HCI;HCI GROUP INC;USD;39.9930;1.0170;A;4030;403010;40;6331
179974;31/12/2008;2008;INDL;C;D;STD;HCI;HCI GROUP INC;USD;131.9890;12.6550;A;4030;403010;40;6331
179974;31/12/2009;2009;INDL;C;D;STD;HCI;HCI GROUP INC;USD;137.8920;10.9100;A;4030;403010;40;6331
179974;31/12/2010;2010;FS;C;D;STD;HCI;HCI GROUP INC;USD;140.9480;5.4220;A;4030;403010;40;6331
179974;31/12/2010;2010;INDL;C;D;STD;HCI;HCI GROUP INC;USD;140.9480;5.4220;A;4030;403010;40;6331
179974;31/12/2011;2011;FS;C;D;STD;HCI;HCI GROUP INC;USD;214.8180;9.9640;A;4030;403010;40;6331
179974;31/12/2011;2011;INDL;C;D;STD;HCI;HCI GROUP INC;USD;214.8180;9.9640;A;4030;403010;40;6331
