gvkey;datadate;fyear;indfmt;consol;popsrc;datafmt;tic;conm;curcd;at;ceq;ib;costat;ggroup;gind;gsector;sic
160706;31/12/2014;2014;FS;C;D;STD;DRH;DIAMONDROCK HOSPITALITY CO;USD;3158.3510;1828.9870;163.3770;A;6010;601010;60;6798
160706;31/12/2014;2014;INDL;C;D;STD;DRH;DIAMONDROCK HOSPITALITY CO;USD;3158.3510;1828.9870;163.3770;A;6010;601010;60;6798
160706;31/12/2015;2015;FS;C;D;STD;DRH;DIAMONDROCK HOSPITALITY CO;USD;3320.4570;1824.6050;85.6300;A;6010;601010;60;6798
160706;31/12/2015;2015;INDL;C;D;STD;DRH;DIAMONDROCK HOSPITALITY CO;USD;3320.4570;1824.6050;85.6300;A;6010;601010;60;6798
160706;31/12/2016;2016;FS;C;D;STD;DRH;DIAMONDROCK HOSPITALITY CO;USD;3069.4630;1836.7870;114.7960;A;6010;601010;60;6798
160706;31/12/2016;2016;INDL;C;D;STD;DRH;DIAMONDROCK HOSPITALITY CO;USD;3069.4630;1836.7870;114.7960;A;6010;601010;60;6798
160706;31/12/2017;2017;FS;C;D;STD;DRH;DIAMONDROCK HOSPITALITY CO;USD;3100.8580;1833.6450;91.8770;A;6010;601010;60;6798
160706;31/12/2017;2017;INDL;C;D;STD;DRH;DIAMONDROCK HOSPITALITY CO;USD;3100.8580;1833.6450;91.8770;A;6010;601010;60;6798
160706;31/12/2018;2018;FS;C;D;STD;DRH;DIAMONDROCK HOSPITALITY CO;USD;3197.5800;1882.8970;87.7840;A;6010;601010;60;6798
160706;31/12/2018;2018;INDL;C;D;STD;DRH;DIAMONDROCK HOSPITALITY CO;USD;3197.5800;1882.8970;87.7840;A;6010;601010;60;6798
160706;31/12/2019;2019;FS;C;D;STD;DRH;DIAMONDROCK HOSPITALITY CO;USD;3425.7660;1912.4900;183.4870;A;6010;601010;60;6798
160706;31/12/2019;2019;INDL;C;D;STD;DRH;DIAMONDROCK HOSPITALITY CO;USD;3425.7660;1912.4900;183.4870;A;6010;601010;60;6798
160706;31/12/2020;2020;FS;C;D;STD;DRH;DIAMONDROCK HOSPITALITY CO;USD;3146.7730;1711.0610;-394.3750;A;6010;601010;60;6798
160706;31/12/2020;2020;INDL;C;D;STD;DRH;DIAMONDROCK HOSPITALITY CO;USD;3146.7730;1711.0610;-394.3750;A;6010;601010;60;6798
160706;31/12/2021;2021;FS;C;D;STD;DRH;DIAMONDROCK HOSPITALITY CO;USD;2965.3060;1515.1660;-194.5840;A;6010;601010;60;6798
160706;31/12/2021;2021;INDL;C;D;STD;DRH;DIAMONDROCK HOSPITALITY CO;USD;2965.3060;1515.1660;-194.5840;A;6010;601010;60;6798
160776;31/12/2004;2004;FS;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;3356.3560;338.9190;29.7980;A;4010;401010;40;6020
160776;31/12/2004;2004;INDL;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;3356.3560;338.9190;29.7980;A;4010;401010;40;6020
160776;31/12/2005;2005;FS;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;4384.9390;350.9830;15.8690;A;4010;401010;40;6020
160776;31/12/2005;2005;INDL;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;4384.9390;350.9830;15.8690;A;4010;401010;40;6020
160776;31/12/2006;2006;FS;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;5399.4250;392.5980;33.3600;A;4010;401010;40;6020
160776;31/12/2006;2006;INDL;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;5399.4250;392.5980;33.3600;A;4010;401010;40;6020
160776;31/12/2007;2007;FS;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;5845.1720;425.7560;27.2790;A;4010;401010;40;6020
160776;31/12/2007;2007;INDL;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;5845.1720;425.7560;27.2790;A;4010;401010;40;6020
160776;31/12/2008;2008;FS;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;7192.1990;588.8200;43.3590;A;4010;401010;40;6020
160776;31/12/2008;2008;INDL;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;7192.1990;588.8200;43.3590;A;4010;401010;40;6020
160776;31/12/2009;2009;FS;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;9146.1120;803.6590;62.7260;A;4010;401010;40;6020
160776;31/12/2009;2009;INDL;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;9146.1120;803.6590;62.7260;A;4010;401010;40;6020
160776;31/12/2010;2010;FS;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;11673.0890;944.5470;102.0510;A;4010;401010;40;6020
160776;31/12/2010;2010;INDL;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;11673.0890;944.5470;102.0510;A;4010;401010;40;6020
160776;31/12/2011;2011;FS;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;14666.1200;1408.1160;149.5260;A;4010;401010;40;6020
160776;31/12/2011;2011;INDL;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;14666.1200;1408.1160;149.5260;A;4010;401010;40;6020
160776;31/12/2012;2012;FS;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;17456.0570;1650.3270;185.4830;A;4010;401010;40;6020
160776;31/12/2012;2012;INDL;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;17456.0570;1650.3270;185.4830;A;4010;401010;40;6020
160776;31/12/2013;2013;FS;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;22376.6630;1799.9390;228.7440;A;4010;401010;40;6020
160776;31/12/2013;2013;INDL;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;22376.6630;1799.9390;228.7440;A;4010;401010;40;6020
160776;31/12/2014;2014;FS;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;27318.6400;2496.2380;296.7040;A;4010;401010;40;6020
160776;31/12/2014;2014;INDL;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;27318.6400;2496.2380;296.7040;A;4010;401010;40;6020
160776;31/12/2015;2015;FS;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;33450.5450;2891.8340;373.0650;A;4010;401010;40;6020
160776;31/12/2015;2015;INDL;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;33450.5450;2891.8340;373.0650;A;4010;401010;40;6020
160776;31/12/2016;2016;FS;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;39047.6110;3612.2640;396.3240;A;4010;401010;40;6020
160776;31/12/2016;2016;INDL;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;39047.6110;3612.2640;396.3240;A;4010;401010;40;6020
160776;31/12/2017;2017;FS;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;43117.7200;4031.6910;387.2090;A;4010;401010;40;6020
160776;31/12/2017;2017;INDL;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;43117.7200;4031.6910;387.2090;A;4010;401010;40;6020
160776;31/12/2018;2018;FS;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;47364.8160;4407.1400;505.3420;A;4010;401010;40;6020
160776;31/12/2018;2018;INDL;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;47364.8160;4407.1400;505.3420;A;4010;401010;40;6020
160776;31/12/2019;2019;FS;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;50616.4340;4769.8230;588.9260;A;4010;401010;40;6020
160776;31/12/2019;2019;INDL;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;50616.4340;4769.8230;588.9260;A;4010;401010;40;6020
160776;31/12/2020;2020;FS;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;73888.3440;5826.9020;528.3590;A;4010;401010;40;6020
160776;31/12/2020;2020;INDL;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;73888.3440;5826.9020;528.3590;A;4010;401010;40;6020
160776;31/12/2021;2021;FS;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;118445.4270;7840.6110;918.4410;A;4010;401010;40;6020
160776;31/12/2021;2021;INDL;C;D;STD;SBNY;SIGNATURE BANK/NY;USD;118445.4270;7840.6110;918.4410;A;4010;401010;40;6020
160888;31/12/2002;2002;INDL;C;D;STD;MPWR;MONOLITHIC POWER SYSTEMS INC;USD;21.6140;-9.1840;-3.2380;A;4530;453010;45;3674
160888;31/12/2003;2003;INDL;C;D;STD;MPWR;MONOLITHIC POWER SYSTEMS INC;USD;22.6030;-9.9320;-3.0360;A;4530;453010;45;3674
160888;31/12/2004;2004;INDL;C;D;STD;MPWR;MONOLITHIC POWER SYSTEMS INC;USD;72.3840;63.9390;-3.7190;A;4530;453010;45;3674
160888;31/12/2005;2005;INDL;C;D;STD;MPWR;MONOLITHIC POWER SYSTEMS INC;USD;100.7750;78.1680;5.1070;A;4530;453010;45;3674
160888;31/12/2006;2006;INDL;C;D;STD;MPWR;MONOLITHIC POWER SYSTEMS INC;USD;117.3270;94.9520;-2.8630;A;4530;453010;45;3674
160888;31/12/2007;2007;INDL;C;D;STD;MPWR;MONOLITHIC POWER SYSTEMS INC;USD;172.5900;137.5370;11.5800;A;4530;453010;45;3674
160888;31/12/2008;2008;INDL;C;D;STD;MPWR;MONOLITHIC POWER SYSTEMS INC;USD;195.2990;164.6450;24.2260;A;4530;453010;45;3674
160888;31/12/2009;2009;INDL;C;D;STD;MPWR;MONOLITHIC POWER SYSTEMS INC;USD;241.8210;212.9570;19.6740;A;4530;453010;45;3674
160888;31/12/2010;2010;INDL;C;D;STD;MPWR;MONOLITHIC POWER SYSTEMS INC;USD;281.6030;246.8950;29.5630;A;4530;453010;45;3674
160888;31/12/2011;2011;INDL;C;D;STD;MPWR;MONOLITHIC POWER SYSTEMS INC;USD;273.8670;242.8770;13.3010;A;4530;453010;45;3674
160888;31/12/2012;2012;INDL;C;D;STD;MPWR;MONOLITHIC POWER SYSTEMS INC;USD;287.1620;258.2940;15.7560;A;4530;453010;45;3674
160888;31/12/2013;2013;INDL;C;D;STD;MPWR;MONOLITHIC POWER SYSTEMS INC;USD;368.9080;323.3990;22.8980;A;4530;453010;45;3674
160888;31/12/2014;2014;INDL;C;D;STD;MPWR;MONOLITHIC POWER SYSTEMS INC;USD;399.3660;346.4250;35.4950;A;4530;453010;45;3674
160888;31/12/2015;2015;INDL;C;D;STD;MPWR;MONOLITHIC POWER SYSTEMS INC;USD;431.2850;368.5160;35.1720;A;4530;453010;45;3674
160888;31/12/2016;2016;INDL;C;D;STD;MPWR;MONOLITHIC POWER SYSTEMS INC;USD;511.1260;431.1160;52.7200;A;4530;453010;45;3674
160888;31/12/2017;2017;INDL;C;D;STD;MPWR;MONOLITHIC POWER SYSTEMS INC;USD;652.5690;522.0070;65.2030;A;4530;453010;45;3674
160888;31/12/2018;2018;INDL;C;D;STD;MPWR;MONOLITHIC POWER SYSTEMS INC;USD;793.4320;640.0930;105.2680;A;4530;453010;45;3674
160888;31/12/2019;2019;INDL;C;D;STD;MPWR;MONOLITHIC POWER SYSTEMS INC;USD;956.3750;773.4910;108.8390;A;4530;453010;45;3674
160888;31/12/2020;2020;INDL;C;D;STD;MPWR;MONOLITHIC POWER SYSTEMS INC;USD;1208.4910;966.5870;164.3750;A;4530;453010;45;3674
160888;31/12/2021;2021;INDL;C;D;STD;MPWR;MONOLITHIC POWER SYSTEMS INC;USD;1585.8250;1243.9850;242.0230;A;4530;453010;45;3674
162160;31/12/2003;2003;FS;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;0.4680;-1.0220;;A;6010;601010;60;6798
162160;31/12/2003;2003;INDL;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;0.4680;-1.0220;;A;6010;601010;60;6798
162160;31/12/2004;2004;FS;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;306.5060;231.7280;4.5760;A;6010;601010;60;6798
162160;31/12/2004;2004;INDL;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;306.5060;231.7280;4.5760;A;6010;601010;60;6798
162160;31/12/2005;2005;FS;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;501.1740;356.2770;19.6400;A;6010;601010;60;6798
162160;31/12/2005;2005;INDL;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;501.1740;356.2770;19.6400;A;6010;601010;60;6798
162160;31/12/2006;2006;FS;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;744.7570;343.7210;29.6730;A;6010;601010;60;6798
162160;31/12/2006;2006;INDL;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;744.7570;343.7210;29.6730;A;6010;601010;60;6798
162160;31/12/2007;2007;FS;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;1051.6610;513.1200;40.0100;A;6010;601010;60;6798
162160;31/12/2007;2007;INDL;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;1051.6610;513.1200;40.0100;A;6010;601010;60;6798
162160;31/12/2008;2008;FS;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;1311.4400;618.3580;27.2050;A;6010;601010;60;6798
162160;31/12/2008;2008;INDL;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;1311.4390;618.3570;27.2050;A;6010;601010;60;6798
162160;31/12/2009;2009;FS;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;1309.8980;671.4450;39.2380;A;6010;601010;60;6798
162160;31/12/2009;2009;INDL;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;1309.8980;671.4450;39.2380;A;6010;601010;60;6798
162160;31/12/2010;2010;FS;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;1348.8140;899.4620;13.1290;A;6010;601010;60;6798
162160;31/12/2010;2010;INDL;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;1348.8140;899.4620;13.1290;A;6010;601010;60;6798
162160;31/12/2011;2011;FS;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;1621.8740;828.8150;19.2530;A;6010;601010;60;6798
162160;31/12/2011;2011;INDL;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;1621.8740;828.8150;19.2530;A;6010;601010;60;6798
162160;31/12/2012;2012;FS;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;2178.8860;1049.8140;75.2160;A;6010;601010;60;6798
162160;31/12/2012;2012;INDL;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;2178.8860;1049.8140;75.2160;A;6010;601010;60;6798
162160;31/12/2013;2013;FS;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;2904.5700;1344.2080;89.0770;A;6010;601010;60;6798
162160;31/12/2013;2013;INDL;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;2904.5700;1344.2080;89.0770;A;6010;601010;60;6798
162160;31/12/2014;2014;FS;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;3747.3360;1382.0470;50.5240;A;6010;601010;60;6798
162160;31/12/2014;2014;INDL;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;3747.3360;1382.0470;50.5240;A;6010;601010;60;6798
162160;31/12/2015;2015;FS;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;5609.3510;2102.2680;139.5980;A;6010;601010;60;6798
162160;31/12/2015;2015;INDL;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;5609.3510;2102.2680;139.5980;A;6010;601010;60;6798
162160;31/12/2016;2016;FS;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;6418.5360;3248.3780;225.0490;A;6010;601010;60;6798
162160;31/12/2016;2016;INDL;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;6418.5360;3248.3780;225.0490;A;6010;601010;60;6798
162160;31/12/2017;2017;FS;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;9020.2880;3820.6330;289.7930;A;6010;601010;60;6798
162160;31/12/2017;2017;INDL;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;9020.2880;3820.6330;289.7930;A;6010;601010;60;6798
162160;31/12/2018;2018;FS;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;8843.6430;4547.1080;1016.6850;A;6010;601010;60;6798
162160;31/12/2018;2018;INDL;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;8843.6430;4547.1080;1016.6850;A;6010;601010;60;6798
162160;31/12/2019;2019;FS;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;14467.3310;7028.0470;374.6840;A;6010;601010;60;6798
162160;31/12/2019;2019;INDL;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;14467.3310;7028.0470;374.6840;A;6010;601010;60;6798
162160;31/12/2020;2020;FS;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;16829.0140;7338.5320;431.4500;A;6010;601010;60;6798
162160;31/12/2020;2020;INDL;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;16829.0140;7338.5320;431.4500;A;6010;601010;60;6798
162160;31/12/2021;2021;FS;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;20519.8010;8440.1880;656.0210;A;6010;601010;60;6798
162160;31/12/2021;2021;INDL;C;D;STD;MPW;MEDICAL PROPERTIES TRUST;USD;20519.8010;8440.1880;656.0210;A;6010;601010;60;6798
162404;31/12/2004;2004;INDL;C;D;STD;LHCG;LHC GROUP INC;USD;47.5190;16.3510;9.0270;A;3510;351020;35;8082
162404;31/12/2005;2005;INDL;C;D;STD;LHCG;LHC GROUP INC;USD;104.6180;78.4440;10.1020;A;3510;351020;35;8082
162404;31/12/2006;2006;INDL;C;D;STD;LHCG;LHC GROUP INC;USD;152.6940;121.8890;20.7680;A;3510;351020;35;8082
162404;31/12/2007;2007;INDL;C;D;STD;LHCG;LHC GROUP INC;USD;174.9850;143.3710;21.2250;A;3510;351020;35;8082
162404;31/12/2008;2008;INDL;C;D;STD;LHCG;LHC GROUP INC;USD;243.4000;176.8210;30.7610;A;3510;351020;35;8082
162404;31/12/2009;2009;INDL;C;D;STD;LHCG;LHC GROUP INC;USD;306.2330;221.1720;43.9720;A;3510;351020;35;8082
162404;31/12/2010;2010;INDL;C;D;STD;LHCG;LHC GROUP INC;USD;357.3050;273.7410;48.8000;A;3510;351020;35;8082
162404;31/12/2011;2011;INDL;C;D;STD;LHCG;LHC GROUP INC;USD;396.3760;263.6830;-13.2440;A;3510;351020;35;8082
162404;31/12/2012;2012;INDL;C;D;STD;LHCG;LHC GROUP INC;USD;386.8940;268.1810;27.4400;A;3510;351020;35;8082
162404;31/12/2013;2013;INDL;C;D;STD;LHCG;LHC GROUP INC;USD;422.2260;293.0090;22.3420;A;3510;351020;35;8082
162404;31/12/2014;2014;INDL;C;D;STD;LHCG;LHC GROUP INC;USD;491.7390;318.6390;21.8370;A;3510;351020;35;8082
162404;31/12/2015;2015;INDL;C;D;STD;LHCG;LHC GROUP INC;USD;566.0540;354.5820;32.3350;A;3510;351020;35;8082
162404;31/12/2016;2016;INDL;C;D;STD;LHCG;LHC GROUP INC;USD;614.0710;395.1260;36.5830;A;3510;351020;35;8082
162404;31/12/2017;2017;INDL;C;D;STD;LHCG;LHC GROUP INC;USD;793.7020;448.8680;50.1120;A;3510;351020;35;8082
162404;31/12/2018;2018;INDL;C;D;STD;LHCG;LHC GROUP INC;USD;1928.7150;1316.9250;63.5740;A;3510;351020;35;8082
162404;31/12/2019;2019;INDL;C;D;STD;LHCG;LHC GROUP INC;USD;2140.2950;1413.3230;95.7260;A;3510;351020;35;8082
162404;31/12/2020;2020;INDL;C;D;STD;LHCG;LHC GROUP INC;USD;2483.3540;1528.7700;111.5960;A;3510;351020;35;8082
162404;31/12/2021;2021;INDL;C;D;STD;LHCG;LHC GROUP INC;USD;2895.6210;1566.2420;115.7280;A;3510;351020;35;8082
162449;31/12/2004;2004;INDL;C;D;STD;EXLS;EXLSERVICE HOLDINGS INC;USD;50.3860;24.8320;5.3800;A;4510;451020;45;7374
162449;31/12/2005;2005;INDL;C;D;STD;EXLS;EXLSERVICE HOLDINGS INC;USD;62.5760;30.9430;7.0600;A;4510;451020;45;7374
162449;31/12/2006;2006;INDL;C;D;STD;EXLS;EXLSERVICE HOLDINGS INC;USD;165.6090;127.1960;14.0580;A;4510;451020;45;7374
162449;31/12/2007;2007;INDL;C;D;STD;EXLS;EXLSERVICE HOLDINGS INC;USD;210.8140;173.9800;27.0440;A;4510;451020;45;7374
162449;31/12/2008;2008;INDL;C;D;STD;EXLS;EXLSERVICE HOLDINGS INC;USD;211.9690;171.3320;11.1370;A;4510;451020;45;7374
162449;31/12/2009;2009;INDL;C;D;STD;EXLS;EXLSERVICE HOLDINGS INC;USD;249.6200;205.7050;15.7920;A;4510;451020;45;7374
162449;31/12/2010;2010;INDL;C;D;STD;EXLS;EXLSERVICE HOLDINGS INC;USD;305.6830;248.5260;26.5920;A;4510;451020;45;7374
162449;31/12/2011;2011;INDL;C;D;STD;EXLS;EXLSERVICE HOLDINGS INC;USD;377.4110;278.4520;34.7800;A;4510;451020;45;7374
162449;31/12/2012;2012;INDL;C;D;STD;EXLS;EXLSERVICE HOLDINGS INC;USD;435.8540;344.4920;41.8360;A;4510;451020;45;7374
162449;31/12/2013;2013;INDL;C;D;STD;EXLS;EXLSERVICE HOLDINGS INC;USD;463.4320;366.1740;48.0970;A;4510;451020;45;7374
162449;31/12/2014;2014;INDL;C;D;STD;EXLS;EXLSERVICE HOLDINGS INC;USD;573.5560;419.1580;32.4450;A;4510;451020;45;7374
162449;31/12/2015;2015;INDL;C;D;STD;EXLS;EXLSERVICE HOLDINGS INC;USD;650.7830;465.5920;51.5650;A;4510;451020;45;7374
162449;31/12/2016;2016;INDL;C;D;STD;EXLS;EXLSERVICE HOLDINGS INC;USD;706.5280;531.9850;61.7330;A;4510;451020;45;7374
162449;31/12/2017;2017;INDL;C;D;STD;EXLS;EXLSERVICE HOLDINGS INC;USD;824.7750;599.8210;48.8880;A;4510;451020;45;7374
162449;31/12/2018;2018;INDL;C;D;STD;EXLS;EXLSERVICE HOLDINGS INC;USD;1061.9360;618.0690;56.7260;A;4510;451020;45;7374
162449;31/12/2019;2019;INDL;C;D;STD;EXLS;EXLSERVICE HOLDINGS INC;USD;1183.0880;670.0010;67.6590;A;4510;451020;45;7374
162449;31/12/2020;2020;INDL;C;D;STD;EXLS;EXLSERVICE HOLDINGS INC;USD;1247.8570;719.1720;89.4760;A;4510;451020;45;7374
162449;31/12/2021;2021;INDL;C;D;STD;EXLS;EXLSERVICE HOLDINGS INC;USD;1282.9040;693.1560;114.7580;A;4510;451020;45;7374
163610;31/12/2003;2003;FS;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;214.8790;101.1940;13.3770;A;4020;402030;40;6200
163610;31/12/2003;2003;INDL;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;214.8790;101.1940;13.3770;A;4020;402030;40;6200
163610;31/12/2004;2004;FS;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;207.5180;132.1490;21.9490;A;4020;402030;40;6200
163610;31/12/2004;2004;INDL;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;207.5180;132.1490;21.9490;A;4020;402030;40;6200
163610;31/12/2005;2005;FS;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;265.7700;232.6230;40.4100;A;4020;402030;40;6200
163610;31/12/2005;2005;INDL;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;265.7700;232.6230;40.4100;A;4020;402030;40;6200
163610;31/12/2006;2006;FS;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;493.2110;454.4680;143.2680;A;4020;402030;40;6200
163610;31/12/2006;2006;INDL;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;493.2110;454.4680;143.2680;A;4020;402030;40;6200
163610;31/12/2007;2007;FS;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;2796.3450;1476.8560;240.6120;A;4020;402030;40;6200
163610;31/12/2007;2007;INDL;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;2796.3450;1476.8560;240.6120;A;4020;402030;40;6200
163610;31/12/2008;2008;FS;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;14959.5810;2006.2310;300.9720;A;4020;402030;40;6200
163610;31/12/2008;2008;INDL;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;14959.5810;2006.2310;300.9720;A;4020;402030;40;6200
163610;31/12/2009;2009;FS;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;21884.8750;2399.7320;315.9880;A;4020;402030;40;6200
163610;31/12/2009;2009;INDL;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;21884.8750;2399.7320;315.9880;A;4020;402030;40;6200
163610;31/12/2010;2010;FS;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;26642.2590;2777.5500;398.2980;A;4020;402030;40;6200
163610;31/12/2010;2010;INDL;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;26642.2590;2777.5500;398.2980;A;4020;402030;40;6200
163610;31/12/2011;2011;FS;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;36147.8640;3121.5250;509.6730;A;4020;402030;40;6200
163610;31/12/2011;2011;INDL;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;36147.8640;3121.5250;509.6730;A;4020;402030;40;6200
163610;31/12/2012;2012;FS;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;37214.8420;3643.3770;551.5760;A;4020;402030;40;6200
163610;31/12/2012;2012;INDL;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;37214.8420;3643.3770;551.5760;A;4020;402030;40;6200
163610;31/12/2013;2013;FS;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;64818.0000;12583.0000;254.0000;A;4020;402030;40;6200
163610;31/12/2013;2013;INDL;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;64818.0000;12583.0000;254.0000;A;4020;402030;40;6200
163610;31/12/2014;2014;FS;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;68279.0000;12360.0000;970.0000;A;4020;402030;40;6200
163610;31/12/2014;2014;INDL;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;68279.0000;12360.0000;970.0000;A;4020;402030;40;6200
163610;31/12/2015;2015;FS;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;77987.0000;14808.0000;1274.0000;A;4020;402030;40;6200
163610;31/12/2015;2015;INDL;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;77987.0000;14808.0000;1274.0000;A;4020;402030;40;6200
163610;31/12/2016;2016;FS;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;82003.0000;15717.0000;1422.0000;A;4020;402030;40;6200
163610;31/12/2016;2016;INDL;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;82003.0000;15717.0000;1422.0000;A;4020;402030;40;6200
163610;31/12/2017;2017;FS;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;78264.0000;16924.0000;2514.0000;A;4020;402030;40;6200
163610;31/12/2017;2017;INDL;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;78264.0000;16924.0000;2514.0000;A;4020;402030;40;6200
163610;31/12/2018;2018;FS;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;92791.0000;17201.0000;1988.0000;A;4020;402030;40;6200
163610;31/12/2018;2018;INDL;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;92791.0000;17201.0000;1988.0000;A;4020;402030;40;6200
163610;31/12/2019;2019;FS;C;D;STD;ICE;INTERCONTINENTAL EXCHANGE;USD;94493.0000;17255.0000;1933.0000;A;4020;402030;40;6200
